"Número de pedido";"Fecha de creación";"Gestion";"Estado";"Fulfillment Status";"Tracking status";"Delivery Tracking ID";"Delivery Transaction ID";"Originating Channel";"Origin Store Location: Name"
"229286304";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323799110";"000229286304001";"E-Commerce";"Community"
"228456666";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323740560";"000228456666001";"Call Center";"Konecta Recambio"
"228722580";"22/09/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323765830";"000228722580001";"E-Commerce";"Community"
"228947277";"21/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779360";"000228947277001";"E-Commerce";"Community"
"229229151";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229229151001";"000229229151001";"E-Commerce";"Community"
"230141357";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831010";"000230141357001";"E-Commerce";"Community"
"229981828";"10/05/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323817720";"000229981828001";"Call Center";"Teleperformance Ventas"
"228444766";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323725180";"000228444766001";"Call Center";"CCT Rosario"
"228523760";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323747440";"000228523760001";"Call Center";"Activo Contact Center"
"230030694";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000230030694001";"000230030694001";"Call Center";"Konecta Recambio"
"230299190";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832370";"000230299190001";"E-Commerce";"Community"
"229891392";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389010";"000229891392001";"Call Center";"Konecta Recambio"
"230772586";"11/12/2020";"Venta PortIn";"Iniciada";"In Progress";"Despachado";"900000323850040";"000230772586001";"Call Center";"CAT TECHNOLOGIES"
"228927561";"26/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323776610";"000228927561001";"Call Center";"Teleperformance Ventas"
"230769853";"18/02/2021";"Venta PortIn";"Iniciada";"In Progress";"Despachado";"900000323850020";"000230769853001";"Call Center";"CCT Rosario"
"230638919";"13/03/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847000";"000230638919001";"E-Commerce";"Community"
"228856663";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774510";"000228856663001";"Call Center";"Konecta Recambio"
"228490466";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323742600";"000228490466001";"Call Center";"Teleperformance Ventas"
"228489758";"31/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323746620";"000228489758001";"Call Center";"Konecta Recambio"
"229508417";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323807810";"000229508417001";"E-Commerce";"Community"
"230070853";"17/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824620";"000230070853001";"Call Center";"Activo Contact Center"
"228929477";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228929477001";"000228929477001";"E-Commerce";"Community"
"229436755";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791160";"000229436755001";"Call Center";"Activo Contact Center"
"229465031";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791370";"000229465031001";"Call Center";"Konecta Recambio"
"228548901";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323747890";"000228548901001";"Call Center";"Konecta Recambio"
"229518858";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808840";"000229518858001";"Call Center";"Konecta Caring Chaco"
"229981620";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999280";"000229981620001";"Call Center";"CAT TECHNOLOGIES"
"229837045";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818590";"000229837045001";"E-Commerce";"Community"
"228445945";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323739780";"000228445945001";"E-Commerce";"Community"
"228722257";"27/06/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323765900";"000228722257001";"Call Center";"Teleperformance Ventas"
"229230075";"27/12/2019";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796170";"000229230075001";"E-Commerce";"Community"
"228364694";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323736610";"000228364694001";"E-Commerce";"Community"
"229465736";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229465736001";"000229465736001";"E-Commerce";"Community"
"230008692";"16/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823520";"000230008692001";"Call Center";"Teleperformance Ventas"
"230030502";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323828110";"000230030502001";"Call Center";"Teleperformance Ventas"
"229008034";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782360";"000229008034001";"E-Commerce";"Community"
"230417321";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834810";"000230417321001";"E-Commerce";"Community"
"230317522";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826630";"000230317522001";"Call Center";"Konecta Recambio"
"228509459";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323747050";"000228509459001";"Call Center";"CAT TECHNOLOGIES"
"229566429";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811720";"000229566429001";"E-Commerce";"Community"
"230688351";"05/10/2021";"Venta";"Iniciada";"In Progress";"Despachado";"900000323848090";"000230688351001";"E-Commerce";"Community"
"230368675";"01/09/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760520";"000230368675001";"Call Center";"Konecta Recambio"
"228926381";"29/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778740";"000228926381001";"Call Center";"Activo Contact Center"
"229810931";"23/06/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818080";"000229810931001";"E-Commerce";"Community"
"230276349";"17/12/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999980";"000230276349001";"Call Center";"Teleperformance Ventas"
"229823156";"03/02/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323813760";"000229823156001";"Call Center";"CAT TECHNOLOGIES"
"229165011";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786990";"000229165011001";"E-Commerce";"Community"
"229519014";"21/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323808580";"000229519014001";"E-Commerce";"Community"
"229823301";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818390";"000229823301001";"E-Commerce";"Community"
"230418724";"15/07/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000650";"000230418724001";"Call Center";"Teleperformance Ventas"
"229566361";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811710";"000229566361001";"E-Commerce";"Community"
"230007136";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823590";"000230007136001";"Call Center";"CCT Rosario"
"230099033";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323830020";"000230099033001";"E-Commerce";"Community"
"229835344";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388800";"000229835344001";"Call Center";"Konecta Recambio"
"228898076";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775450";"000228898076001";"Call Center";"Teleperformance Ventas"
"229980818";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323822880";"000229980818001";"Call Center";"CAT TECHNOLOGIES"
"228800753";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323768490";"000228800753001";"E-Commerce";"Community"
"230639428";"24/02/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323849910";"000230639428001";"Call Center";"Konecta Recambio"
"228721886";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323750260";"000228721886001";"Call Center";"Konecta Recambio"
"228959684";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998997110";"000228959684001";"Call Center";"CAT TECHNOLOGIES"
"230519665";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323836740";"000230519665001";"E-Commerce";"Community"
"230516952";"27/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840690";"000230516952001";"Call Center";"Konecta Recambio"
"229983084";"14/04/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821970";"000229983084001";"E-Commerce";"Community"
"229163876";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786920";"000229163876001";"E-Commerce";"Community"
"228390033";"07/02/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323557550";"000228390033001";"Call Center";"Activo Contact Center"
"228927732";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778660";"000228927732001";"E-Commerce";"Community"
"230006712";"13/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323822730";"000230006712001";"E-Commerce";"Community"
"229187087";"21/02/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793450";"000229187087001";"E-Commerce";"Community"
"230143912";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323831060";"000230143912001";"E-Commerce";"Community"
"230399861";"28/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838290";"000230399861001";"Call Center";"Teleperformance Ventas"
"229229127";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796050";"000229229127001";"E-Commerce";"Community"
"228445546";"21/04/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323725170";"000228445546001";"Call Center";"Teleperformance Ventas"
"230491645";"02/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840120";"000230491645001";"Call Center";"CAT TECHNOLOGIES"
"228447135";"09/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323739980";"000228447135001";"Call Center";"Activo Contact Center"
"229230024";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796160";"000229230024001";"E-Commerce";"Community"
"229753682";"17/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323811900";"000229753682001";"Call Center";"Konecta Recambio"
"228944576";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779210";"000228944576001";"E-Commerce";"Community"
"228966472";"02/01/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323780280";"000228966472001";"E-Commerce";"Community"
"230274249";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998999970";"000230274249001";"Call Center";"Activo Contact Center"
"229770902";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323758770";"000229770902001";"Call Center";"Teleperformance Ventas"
"229507750";"30/01/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323807690";"000229507750001";"E-Commerce";"Community"
"228860410";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770550";"000228860410001";"E-Commerce";"Community"
"228854871";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323770470";"000228854871001";"Call Center";"Konecta Recambio"
"229465119";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998388240";"000229465119001";"Call Center";"CAT TECHNOLOGIES"
"228366298";"21/05/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323557480";"000228366298001";"Call Center";"Apex Ventas"
"230368885";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323837750";"000230368885001";"Call Center";"Teleperformance Ventas"
"229007148";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782290";"000229007148001";"E-Commerce";"Community"
"230346986";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323827310";"000230346986001";"Call Center";"CAT TECHNOLOGIES"
"229535645";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810030";"000229535645001";"E-Commerce";"Community"
"229438755";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323803210";"000229438755001";"E-Commerce";"Community"
"229145880";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323785990";"000229145880001";"E-Commerce";"Community"
"228929355";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778730";"000228929355001";"E-Commerce";"Community"
"228926468";"10/12/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323778620";"000228926468001";"E-Commerce";"Community"
"229519754";"13/09/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323792030";"000229519754001";"Call Center";"Activo Contact Center"
"228946208";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779270";"000228946208001";"E-Commerce";"Community"
"230591060";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845390";"000230591060001";"E-Commerce";"Community"
"228854121";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774430";"000228854121001";"Call Center";"Activo Contact Center"
"228882421";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323771440";"000228882421001";"E-Commerce";"Community"
"229188087";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793480";"000229188087001";"E-Commerce";"Community"
"229248602";"22/08/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790280";"000229248602001";"Call Center";"Konecta Recambio"
"229248679";"11/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797670";"000229248679001";"Call Center";"Konecta Recambio"
"228899203";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323775480";"000228899203001";"Call Center";"Konecta Recambio"
"230438550";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323839170";"000230438550001";"Call Center";"Teleperformance Ventas"
"230488346";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840050";"000230488346001";"Call Center";"CAT TECHNOLOGIES"
"230418173";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760730";"000230418173001";"Call Center";"Konecta Recambio"
"229964037";"08/06/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323817180";"000229964037001";"Call Center";"CAT TECHNOLOGIES"
"228963283";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323780120";"000228963283001";"E-Commerce";"Community"
"229836291";"22/06/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814230";"000229836291001";"Call Center";"Teleperformance Ventas"
"229007906";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782320";"000229007906001";"E-Commerce";"Community"
"229187033";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793440";"000229187033001";"E-Commerce";"Community"
"229894681";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323815590";"000229894681001";"Call Center";"Teleperformance Ventas"
"230486920";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000960";"000230486920001";"Call Center";"Teleperformance Ventas"
"230098146";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760030";"000230098146001";"Call Center";"Teleperformance Ventas"
"228752727";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323750920";"000228752727001";"Call Center";"Apex Ventas"
"229203407";"31/10/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229203407001";"000229203407001";"E-Commerce";"Community"
"230768439";"06/11/2020";"Venta PortIn";"Iniciada";"In Progress";"Despachado";"G00001000903850";"000230768439001";"Call Center";"Konecta Recambio"
"229186811";"01/03/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793530";"000229186811001";"Call Center";"Konecta Recambio"
"230098174";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323825140";"000230098174001";"Call Center";"CAT TECHNOLOGIES"
"230418186";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838920";"000230418186001";"Call Center";"Teleperformance Ventas"
"229249944";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323797230";"000229249944001";"E-Commerce";"Community"
"230471561";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323835690";"000230471561001";"E-Commerce";"Community"
"230277610";"28/12/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323826210";"000230277610001";"Call Center";"Konecta Recambio"
"230006232";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823470";"000230006232001";"Call Center";"Teleperformance Ventas"
"229229724";"11/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790120";"000229229724001";"Call Center";"Konecta Recambio"
"230470595";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00001000084850";"000230470595001";"Call Center";"Activo Contact Center"
"230470600";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323835780";"000230470600001";"Call Center";"Teleperformance Ventas"
"230551429";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841490";"000230551429001";"Call Center";"CAT TECHNOLOGIES"
"228612223";"19/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323756020";"000228612223001";"E-Commerce";"Community"
"228855057";"10/09/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323774440";"000228855057001";"Call Center";"Konecta Recambio"
"229981437";"04/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323817660";"000229981437001";"Call Center";"CAT TECHNOLOGIES"
"228364889";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323737430";"000228364889001";"Call Center";"Konecta Recambio"
"230488903";"23/09/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840150";"000230488903001";"Call Center";"Teleperformance Ventas"
"230399520";"04/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838260";"000230399520001";"Call Center";"Konecta Recambio"
"229006052";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782480";"000229006052001";"Call Center";"Konecta Recambio"
"229007282";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323782300";"000229007282001";"E-Commerce";"Community"
"229945050";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816800";"000229945050001";"Call Center";"CCT Rosario"
"228966090";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323780250";"000228966090001";"E-Commerce";"Community"
"230401503";"09/05/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323838390";"000230401503001";"Call Center";"Teleperformance Ventas"
"228965402";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323780180";"000228965402001";"E-Commerce";"Community"
"230399124";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834450";"000230399124001";"E-Commerce";"Community"
"228947451";"26/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323779330";"000228947451001";"E-Commerce";"Community"
"230539057";"05/11/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323841210";"000230539057001";"Call Center";"Teleperformance Ventas"
"228783276";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000228783276001";"000228783276001";"E-Commerce";"Community"
"230489063";"30/01/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00001000084880";"000230489063001";"Call Center";"CAT TECHNOLOGIES"
"229950506";"30/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821260";"000229950506001";"Call Center";"Konecta Recambio"
"229345348";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802220";"000229345348001";"E-Commerce";"Community"
"230639225";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323847020";"000230639225001";"E-Commerce";"Community"
"229770052";"12/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323832880";"000229770052001";"Call Center";"Teleperformance Ventas"
"228830509";"15/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323769710";"000228830509001";"Call Center";"Konecta Recambio"
"229062927";"04/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323784640";"000229062927001";"E-Commerce";"Community"
"230489005";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323836100";"000230489005001";"Call Center";"Teleperformance Ventas"
"230575883";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323845040";"000230575883001";"Call Center";"Konecta Recambio"
"229230247";"05/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323796190";"000229230247001";"E-Commerce";"Community"
"229536415";"03/05/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810090";"000229536415001";"E-Commerce";"Community"
"229946626";"06/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816860";"000229946626001";"Call Center";"CAT TECHNOLOGIES"
"229919943";"13/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816460";"000229919943001";"Call Center";"Teleperformance Ventas"
"228444734";"09/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998386060";"000228444734001";"Call Center";"Konecta Recambio"
"228964956";"04/05/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323777070";"000228964956001";"Call Center";"Teleperformance Ventas"
"230008180";"05/06/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823450";"000230008180001";"Call Center";"Apex Ventas"
"230008037";"23/06/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323823540";"000230008037001";"Call Center";"Activo Contact Center"
"229286065";"18/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323790690";"000229286065001";"Call Center";"Konecta Recambio"
"229285702";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229285702001";"000229285702001";"E-Commerce";"Community"
"229742692";"18/02/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229742692001";"000229742692001";"E-Commerce";"Community"
"229464648";"12/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791390";"000229464648001";"Call Center";"CAT TECHNOLOGIES"
"229477885";"29/12/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323791530";"000229477885001";"Call Center";"Activo Contact Center"
"230320983";"30/09/2020";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000200";"000230320983001";"Call Center";"CAT TECHNOLOGIES"
"229347225";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802330";"000229347225001";"E-Commerce";"Community"
"229205414";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794580";"000229205414001";"E-Commerce";"Community"
"229164891";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323786970";"000229164891001";"E-Commerce";"Community"
"229187233";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323793610";"000229187233001";"E-Commerce";"Community"
"230488417";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323840100";"000230488417001";"Call Center";"Caring Móvil Telefónico"
"228722629";"02/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323766020";"000228722629001";"Call Center";"Teleperformance Ventas"
"229868039";"12/04/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814980";"000229868039001";"Call Center";"Konecta Recambio"
"229205226";"17/08/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794760";"000229205226001";"Call Center";"Konecta Caring Chaco"
"228429538";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323739110";"000228429538001";"E-Commerce";"Community"
"230369540";"18/02/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323827650";"000230369540001";"Call Center";"Teleperformance Ventas"
"229348642";"28/09/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323802410";"000229348642001";"E-Commerce";"Community"
"230366050";"31/10/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323760510";"000230366050001";"Call Center";"Apex Ventas"
"229905039";"07/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000998389050";"000229905039001";"Call Center";"Konecta Recambio"
"229812561";"17/07/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818150";"000229812561001";"E-Commerce";"Community"
"229948023";"16/12/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821030";"000229948023001";"E-Commerce";"Community"
"228945567";"24/08/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323776650";"000228945567001";"Call Center";"Konecta Recambio"
"228333127";"24/07/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323722580";"000228333127001";"Call Center";"CCT Hornos"
"230418078";"06/03/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323834830";"000230418078001";"E-Commerce";"Community"
"230440184";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323839390";"000230440184001";"Call Center";"Teleperformance Ventas"
"229755615";"02/05/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323792330";"000229755615001";"Call Center";"Apex Ventas"
"229852533";"13/11/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323818810";"000229852533001";"E-Commerce";"Community"
"229203683";"11/04/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323794540";"000229203683001";"E-Commerce";"Community"
"229535796";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323810060";"000229535796001";"E-Commerce";"Community"
"229837994";"03/05/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323814270";"000229837994001";"Call Center";"Teleperformance Ventas"
"229190603";"08/03/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323789570";"000229190603001";"Call Center";"Konecta Recambio"
"230049374";"06/10/2021";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323824170";"000230049374001";"Call Center";"Teleperformance Ventas"
"230468977";"14/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"G00000999000790";"000230468977001";"Call Center";"Teleperformance Ventas"
"228801958";"05/10/2021";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323768520";"000228801958001";"E-Commerce";"Community"
"230473532";"19/05/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323835720";"000230473532001";"E-Commerce";"Community"
"228752436";"10/11/2023";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323558750";"000228752436001";"Call Center";"Konecta Recambio"
"229477904";"06/11/2020";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323805370";"000229477904001";"E-Commerce";"Community"
"229923389";"26/07/2022";"Venta PortIn";"Activada";"Activated";"Despachado";"900000323816490";"000229923389001";"Call Center";"CAT TECHNOLOGIES"
"229944826";"20/04/2023";"Venta";"Iniciada";"In Progress";"Factura Emitida";"900000323821050";"000229944826001";"E-Commerce";"Community"
"229162759";"25/10/2022";"Venta";"Iniciada";"In Progress";"Factura Emitida";"3532000229162759001";"000229162759001";"E-Commerce";"Community"
